Marital status,Course,Previous qualification,Mother's qualification,Father's qualification,Displaced,Educational special needs,Gender,Age at enrollment,International,Target
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,20,No,Graduate
Single,Advertising and Marketing Management,Basic education 3rd cycle,Secondary education,Secondary education,No,No,Female,25,No,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Higher education - doctorate,Higher education - master's degree,No,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Basic Education,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,29,No,Dropout
Single,Equinculture,Secondary education,Higher education - degree,Higher education - degree,No,No,Female,20,No,Graduate
Single,Nursing,Higher education - degree,Higher education - degree,Secondary education,No,No,Female,26,No,Dropout
Single,Social Service,Secondary education,Basic education 2nd cycle,Secondary education,Yes,No,Female,21,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Tourism,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,19,No,Dropout
Single,Social Service Evening Program,Secondary education,Secondary education,Secondary education,No,No,Female,20,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Unknown education level,Basic education 3rd cycle,Yes,No,Female,20,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,Yes,Female,20,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Veterinary Nursing,Technological specialization course,Higher education - degree,Higher education - degree,Yes,No,Female,22,No,Graduate
Single,Agronomy,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,19,No,Graduate
Single,Oral Hygiene,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Social Service,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,20,No,Graduate
Single,Basic Education,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,18,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,21,No,Dropout
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Dropout
Single,Journalism and Communication,Secondary education,Other 11th year schooling,Other 11th year schooling,Yes,No,Female,18,Yes,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,21,No,Dropout
Single,Management,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Female,19,No,Graduate
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,19,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - doctorate,Higher education - degree,No,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Female,19,No,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Secondary education,Yes,No,Female,20,No,Dropout
Single,Nursing,Secondary education,General commerce course,General commerce course,Yes,No,Female,18,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,19,No,Dropout
Single,Communication Design,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,18,No,Graduate
Single,Social Service,Secondary education,Secondary education,Basic education 1st cycle,No,No,Female,19,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,20,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Female,25,No,Dropout
Single,Communication Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Oral Hygiene,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,20,No,Dropout
Single,Veterinary Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,20,No,Graduate
Single,Social Service,Secondary education,Secondary education,Secondary education,Yes,No,Female,21,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,Secondary education,Yes,No,Female,19,No,Graduate
Married,Social Service Evening Program,Other 11th year schooling,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,42,No,Graduate
Single,Communication Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,19,No,Graduate
Single,Tourism,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,21,No,Graduate
Single,Social Service,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Female,20,No,Graduate
Single,Basic Education,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,20,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,21,No,Graduate
Single,Communication Design,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,Yes,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Veterinary Nursing,Technological specialization course,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Female,22,No,Graduate
Single,Basic Education,Secondary education,Higher education - degree,Secondary education,No,No,Female,21,No,Graduate
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Dropout
Single,Nursing,Secondary education,Secondary education,Higher education - degree,No,No,Female,20,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Unknown education level,Basic education 1st cycle,Yes,No,Female,18,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Female,20,No,Dropout
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,23,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Social Service,Technological specialization course,Secondary education,Secondary education,Yes,No,Female,20,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Management,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,20,No,Graduate
Single,Nursing,Secondary education,Secondary education,Higher education - degree,Yes,No,Female,18,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,20,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,19,No,Graduate
Single,Veterinary Nursing,Technological specialization course,Secondary education,Basic education 3rd cycle,No,No,Female,21,No,Graduate
Married,Communication Design,Higher education - master's degree 2nd cycle,Basic education 1st cycle,Secondary education,No,No,Female,33,No,Graduate
Single,Veterinary Nursing,Secondary education,Other 11th year schooling,Higher education - bachelor's degree,No,No,Female,24,No,Dropout
Single,Social Service,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Female,20,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Communication Design,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Social Service Evening Program,Frequency of higher education,Unknown education level,Unknown education level,No,No,Female,29,No,Dropout
Single,Nursing,Secondary education,Secondary education,Secondary education,No,Yes,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Basic Education,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,No,No,Female,20,No,Dropout
Single,Tourism,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Higher education - degree,Secondary education,No,No,Female,19,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,No,No,Male,20,No,Dropout
Single,Nursing,Secondary education,Higher education - master's degree,Basic education 3rd cycle,Yes,No,Male,18,No,Dropout
Single,Agronomy,Secondary education,Higher education - degree,Secondary education,No,No,Male,35,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Male,19,No,Graduate
Single,Management,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,19,No,Dropout
Single,Oral Hygiene,Secondary education,Secondary education,Secondary education,No,No,Male,24,No,Dropout
Single,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,29,No,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Higher education - degree,No,No,Male,24,No,Graduate
Single,Tourism,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Married,Animation and Multimedia Design,Higher education - degree,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,37,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Graduate
Single,Management,Secondary education,Technological specialization course,Technological specialization course,Yes,No,Male,18,No,Dropout
Single,Journalism and Communication,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Male,18,No,Dropout
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Graduate
Single,Communication Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,19,No,Graduate
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,19,No,Dropout
Single,Agronomy,Technological specialization course,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,21,No,Graduate
Single,Oral Hygiene,Secondary education,Higher education - degree,Higher education - degree,No,No,Male,18,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,19,No,Dropout
Single,Journalism and Communication,Higher education - master's degree 2nd cycle,Basic education 3rd cycle,Secondary education,No,No,Male,25,No,Graduate
Single,Communication Design,Secondary education,Basic education 1st cycle,Secondary education,Yes,No,Male,22,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,No,No,Male,24,No,Graduate
Single,Nursing,Secondary education,Secondary education,Higher education - degree,Yes,No,Male,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,20,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,19,No,Graduate
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Male,19,No,Graduate
Single,Agronomy,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,23,No,Dropout
Married,Journalism and Communication,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,No,No,Male,47,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Male,18,No,Dropout
Single,Management,Secondary education,Secondary education,Higher education - degree,No,No,Male,28,No,Dropout
Single,Tourism,Frequency of higher education,Unknown education level,Unknown education level,Yes,No,Male,20,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,21,No,Graduate
Single,Tourism,Basic education 3rd cycle,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,24,No,Dropout
Single,Tourism,Secondary education,Higher education - degree,Secondary education,No,No,Male,28,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,18,No,Graduate
Single,Tourism,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,48,No,Dropout
Single,Social Service,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,21,No,Graduate
Single,Computer Science,Secondary education,Basic education 1st cycle,Other 11th year schooling,Yes,No,Male,23,No,Dropout
Single,Equinculture,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Graduate
Single,Social Service,Technological specialization course,Secondary education,Secondary education,No,No,Male,22,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,25,No,Dropout
Single,Veterinary Nursing,Higher education - degree 1st cycle,Higher education - doctorate,Higher education - degree,No,No,Male,27,No,Dropout
Single,Computer Science,Other 11th year schooling,Unknown education level,Unknown education level,No,No,Male,49,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,31,No,Dropout
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,54,No,Dropout
Single,Biofuel Production Technologies,Higher education - degree 1st cycle,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,25,No,Dropout
Single,Communication Design,Higher education - degree,Higher education - master's degree,Higher education - master's degree,No,No,Male,28,No,Dropout
Married,Social Service Evening Program,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,41,No,Graduate
Single,Management,Secondary education,Secondary education,Secondary education,No,No,Male,22,No,Dropout
Single,Tourism,Secondary education,Higher education - bachelor's degree,Secondary education,No,No,Male,34,No,Dropout
Single,Agronomy,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Male,28,No,Dropout
Single,Agronomy,Higher education - degree,Technological specialization course,Technological specialization course,No,No,Male,50,No,Dropout
Single,Management,Secondary education,Higher education - degree,Secondary education,Yes,No,Male,19,No,Dropout
Single,Nursing,Secondary education,Higher education - degree,Higher education - master's degree,No,No,Male,18,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,59,No,Dropout
Married,Management Evening Program,Higher education - degree,Unknown education level,Unknown education level,Yes,No,Male,33,No,Dropout
Single,Communication Design,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Male,23,No,Graduate
Married,Management Evening Program,Basic education 3rd cycle,Basic education 1st cycle,Secondary education,No,No,Male,44,No,Dropout
Married,Social Service Evening Program,Secondary education,Unknown education level,Unknown education level,Yes,No,Male,37,No,Dropout
Married,Animation and Multimedia Design,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,36,No,Dropout
Single,Management Evening Program,Secondary education,Secondary education,Higher education - degree,No,No,Male,22,No,Dropout
Married,Social Service Evening Program,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,49,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Professional higher technical course,Yes,No,Male,23,No,Graduate
Married,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,47,No,Dropout
Single,Agronomy,Secondary education,Secondary education,Higher education - bachelor's degree,No,No,Male,28,No,Graduate
Single,Tourism,Secondary education,Basic education 2nd cycle,Secondary education,No,No,Male,21,No,Dropout
Single,Social Service,Technological specialization course,Higher education - bachelor's degree,Secondary education,No,No,Male,21,No,Graduate
Married,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,49,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,40,No,Graduate
Single,Tourism,Secondary education,Secondary education,Secondary education,No,No,Male,22,No,Graduate
Single,Management Evening Program,Secondary education,Higher education - degree,Basic education 2nd cycle,No,No,Male,31,No,Dropout
Single,Computer Science,Secondary education,Higher education - doctorate,Higher education - doctorate,No,No,Male,30,No,Dropout
Single,Social Service,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,19,No,Graduate
Single,Management,Secondary education,Unknown education level,Unknown education level,No,No,Male,22,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Basic education 1st cycle,No,No,Male,21,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Male,19,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,22,No,Dropout
Single,Social Service,Secondary education,Higher education - master's degree,Higher education - doctorate,No,No,Male,22,No,Graduate
Single,Social Service,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Graduate
Single,Tourism,Technological specialization course,Secondary education,Secondary education,No,No,Male,26,No,Dropout
Single,Management,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,20,No,Dropout
Single,Equinculture,Higher education - degree,Higher education - bachelor's degree,Basic education 2nd cycle,Yes,No,Male,18,No,Dropout
Divorced,Management Evening Program,Basic education 2nd cycle,Higher education - degree,Secondary education,No,No,Male,39,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Male,18,No,Dropout
Single,Computer Science,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Male,18,No,Graduate
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,19,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,18,No,Graduate
Single,Management,Secondary education,Unknown education level,Basic education 3rd cycle,Yes,No,Male,18,No,Dropout
Single,Equinculture,Technological specialization course,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,22,No,Graduate
Single,Social Service,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Graduate
Single,Equinculture,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,18,No,Dropout
Single,Computer Science,Basic education 3rd cycle,Secondary education,Secondary education,No,No,Male,31,No,Dropout
Single,Management Evening Program,Secondary education,Higher education - degree,Secondary education,No,No,Male,28,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Dropout
Single,Tourism,Secondary education,Secondary education,Secondary education,No,No,Male,20,No,Graduate
Divorced,Social Service,Secondary education,Basic education 3rd cycle,Higher education - degree,No,No,Male,50,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,31,No,Dropout
Single,Social Service,Secondary education,Secondary education,Higher education - degree,Yes,No,Male,21,No,Graduate
Married,Computer Science,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,34,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,40,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Male,18,No,Graduate
Married,Communication Design,Other 11th year schooling,Basic education 1st cycle,Basic education 2nd cycle,No,No,Male,46,No,Dropout
Single,Social Service Evening Program,Secondary education,Unknown education level,Unknown education level,No,No,Male,37,No,Dropout
Single,Agronomy,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,31,No,Dropout
Single,Agronomy,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,34,No,Graduate
Single,Animation and Multimedia Design,Secondary education,11th year of schooling not completed,11th year of schooling not completed,Yes,No,Male,18,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,18,No,Graduate
Single,Communication Design,Secondary education,Secondary education,Secondary education,Yes,No,Male,19,No,Graduate
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,No,No,Male,40,No,Dropout
Single,Equinculture,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Male,25,No,Dropout
Single,Computer Science,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,20,No,Dropout
Single,Agronomy,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,43,No,Dropout
Single,Agronomy,Secondary education,Higher education - bachelor's degree,Higher education - master's degree,No,No,Male,35,No,Graduate
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,No,No,Male,23,No,Graduate
Single,Nursing,Secondary education,Higher education - degree,Higher education - degree,No,No,Male,19,No,Graduate
Single,Veterinary Nursing,Professional higher technical course,Secondary education,Basic education 3rd cycle,Yes,No,Male,21,No,Graduate
Single,Computer Science,Secondary education,Secondary education,Secondary education,Yes,No,Male,20,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,Yes,Male,30,No,Dropout
Divorced,Tourism,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Male,44,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Higher education - degree,No,No,Male,19,No,Graduate
Single,Equinculture,Technological specialization course,Higher education - bachelor's degree,Secondary education,Yes,No,Male,22,No,Graduate
Single,Equinculture,Secondary education,Higher education - degree,Higher education - degree,No,No,Male,18,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,21,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,No,No,Male,18,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Secondary education,Yes,No,Male,18,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Graduate
Single,Agronomy,Technological specialization course,Secondary education,Basic education 2nd cycle,Yes,No,Male,21,No,Dropout
Single,Agronomy,Secondary education,Higher education - degree,Higher education - degree,No,No,Male,31,No,Graduate
Single,Tourism,Secondary education,Secondary education,Secondary education,Yes,No,Male,21,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Frequency of higher education,No,No,Male,27,No,Dropout
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,20,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,Yes,No,Male,19,No,Graduate
Single,Equinculture,Secondary education,Other 11th year schooling,Other 11th year schooling,Yes,No,Male,18,No,Graduate
Single,Equinculture,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,29,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Higher education - degree,Yes,No,Male,19,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,21,No,Dropout
Single,Management,Secondary education,Basic education 1st cycle,Secondary education,No,No,Male,25,No,Graduate
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,32,No,Dropout
Single,Management Evening Program,Secondary education,Higher education - degree,Higher education - master's degree,No,No,Male,26,No,Dropout
Single,Equinculture,Secondary education,Higher education - bachelor's degree,Basic education 1st cycle,Yes,No,Male,18,No,Graduate
Single,Tourism,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,19,No,Graduate
Single,Communication Design,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Single,Computer Science,Higher education - degree 1st cycle,Secondary education,Secondary education,No,No,Male,27,No,Dropout
Single,Communication Design,Technological specialization course,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,21,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Single,Management,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Male,18,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Male,28,No,Dropout
Married,Agronomy,Secondary education,Secondary education,Basic education 1st cycle,No,No,Male,25,No,Dropout
Single,Agronomy,Secondary education,Basic education 1st cycle,Secondary education,No,No,Male,25,No,Dropout
Single,Tourism,Secondary education,Higher education - master's degree,Basic education 3rd cycle,No,No,Male,26,No,Dropout
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,18,No,Graduate
Single,Agronomy,Secondary education,Secondary education,Higher education - degree,No,No,Male,25,No,Dropout
Single,Journalism and Communication,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Male,19,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Graduate
Divorced,Social Service Evening Program,Basic education 3rd cycle,Secondary education,Basic education 1st cycle,No,No,Male,45,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,52,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,20,No,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Male,21,No,Dropout
Married,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,35,No,Graduate
Married,Animation and Multimedia Design,Other 11th year schooling,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,36,No,Graduate
Divorced,Nursing,Basic education 3rd cycle,Basic education 1st cycle,Basic education 2nd cycle,No,No,Male,47,No,Dropout
Single,Management Evening Program,Secondary education,Higher education - master's degree 2nd cycle,Higher education - degree 1st cycle,No,No,Male,22,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,41,No,Dropout
Single,Computer Science,Higher education - degree,Unknown education level,Unknown education level,No,No,Male,26,No,Dropout
Married,Social Service Evening Program,Secondary education,Unknown education level,Unknown education level,No,No,Female,51,No,Dropout
Married,Social Service Evening Program,Secondary education,Unknown education level,Unknown education level,Yes,No,Female,41,No,Graduate
Single,Management,Secondary education,Unknown education level,Basic education 1st cycle,Yes,No,Male,23,No,Graduate
Single,Social Service,Secondary education,Unknown education level,8th year of schooling,Yes,No,Male,22,No,Dropout
Single,Communication Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,Yes,Male,25,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,25,No,Graduate
Single,Animation and Multimedia Design,Professional higher technical course,Secondary education,Basic education 3rd cycle,Yes,No,Male,22,No,Graduate
